name,address,city,country,latitude,longitude,avg_score,total_reviews
Bentley London,27 33 Harrington Gardens Kensington and Chelsea London SW7 4JX United Kingdom,London,United Kingdom,51.4928147,-0.1841753,8.4,486
The Franklin Hotel Starhotels Collezione,24 Egerton Gardens Kensington and Chelsea London SW3 2DB United Kingdom,London,United Kingdom,51.4960283,-0.1686355,8.8,70
Cram,Aribau 54 Eixample 08011 Barcelona Spain,Barcelona,Spain,41.3880549,2.1599602,8.5,778
UNA Hotel Century,Via Fabio Filzi 25 B Central Station 20124 Milan Italy,Milan,Italy,45.4841371,9.2001623,8.6,2351
AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,Paseo Taulat 278 Sant Mart 08019 Barcelona Spain,Barcelona,Spain,41.4101306,2.2188047,8.1,1560
H tel R de Paris Boutique Hotel,41 rue de Clichy 9th arr 75009 Paris France,Paris,France,48.8799239,2.3288332,9.1,533
Hotel Okura Amsterdam,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,Amsterdam,Netherlands,52.3487635,4.8938829,8.9,2295
Crowne Plaza London Ealing,Western Avenue Ealing London W5 1HG United Kingdom,London,United Kingdom,51.5403942,-0.3697581,8.5,944
Hotel Cavour,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,Milan,Italy,45.4726942,9.1943911,8.5,2463
H tel Arvor Saint Georges,8 rue Laferriere 9th arr 75009 Paris France,Paris,France,48.8785454,2.3384866,8.7,493
M by Montcalm Shoreditch London Tech City,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom,London,United Kingdom,51.5278465,-0.0889473,9.1,4802
Renaissance Amsterdam Hotel,Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,Amsterdam,Netherlands,52.377955,4.894641,8.0,1710
Hotel Ambassador,K rntner Stra e 22 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2057193,16.3710878,8.3,1279
Victoria Palace Hotel,6 Rue Blaise Desgoffe 6th arr 75006 Paris France,Paris,France,48.8457587,2.3243071,8.3,100
IH Hotels Milano Puccini,Corso Buenos Aires 33 Central Station 20124 Milan Italy,Milan,Italy,45.4794406,9.2096756,7.6,1577
H tel Thoumieux,79 rue Saint Dominique 7th arr 75007 Paris France,Paris,France,48.8595985,2.3088076,8.9,127
Hotel Principe Di Savoia,Piazza Della Repubblica 17 Central Station 20124 Milan Italy,Milan,Italy,45.479888,9.1962982,9.1,1543
The Park City Grand Plaza Kensington Hotel,18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom,London,United Kingdom,51.4954976,-0.1893691,8.3,667
Best Western Op ra Batignolles,165 rue de Rome 17th arr 75017 Paris France,Paris,France,48.8870573,2.3143297,7.6,859
Hilton Diagonal Mar Barcelona,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,Barcelona,Spain,41.4084334,2.2178205,7.9,503
Novotel Wien City,Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,Vienna,Austria,48.2134246,16.3831309,8.1,1632
Hotel SB Icaria Barcelona,Avinguda Icaria 195 Sant Mart 08005 Barcelona Spain,Barcelona,Spain,41.3935591,2.1993915,8.0,3633
The Pelham Starhotels Collezione,15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom,London,United Kingdom,51.4943935,-0.1750169,8.6,833
Hotel Regina,Via Cesare Correnti 13 Milan City Center 20123 Milan Italy,Milan,Italy,45.459485,9.179511,8.4,285
Holiday Inn Paris Gare de l Est,5 rue du 8 Mai 1945 10th arr 75010 Paris France,Paris,France,48.8758981,2.3590504,7.9,6511
BoB Hotel by Elegancia,30 rue Pernety 14th arr 75014 Paris France,Paris,France,48.8335233,2.3191194,9.0,271
UNA Hotel Mediterraneo,Via L Muratori 14 Porta Romana 20135 Milan Italy,Milan,Italy,45.451873,9.20548,8.2,1088
Hotel Monge,55 rue Monge 5th arr 75005 Paris France,Paris,France,48.8447938,2.3524462,9.4,386
Little Palace Hotel,4 rue Salomon de Caus 3rd arr 75003 Paris France,Paris,France,48.8675674,2.3539896,8.2,1377
NH Barcelona Stadium,Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain,Barcelona,Spain,41.3812574,2.1269078,8.1,1257
L Edmond H tel,22 avenue de Villiers 17th arr 75017 Paris France,Paris,France,48.8823111,2.3132374,8.2,174
Mercure Paris Pigalle Sacre Coeur,21 Boulevard De Clichy 9th arr 75009 Paris France,Paris,France,48.8823398,2.3364764,8.3,441
Zenit Borrell,Comte Borrell 208 Eixample 08029 Barcelona Spain,Barcelona,Spain,41.3859873,2.1514021,8.0,758
A La Villa Madame,44 Rue Madame 6th arr 75006 Paris France,Paris,France,48.8488608,2.3315257,8.8,185
Ohla Barcelona,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,Barcelona,Spain,41.3870479,2.174336,9.0,1346
Hotel Les Th tres,98 Rue De Clery 2nd arr 75002 Paris France,Paris,France,48.8694768,2.3515065,8.2,738
Phileas Hotel,24 Rue d Amsterdam 9th arr 75009 Paris France,Paris,France,48.8768854,2.3270623,8.7,1000
Grand Hotel Amr th Amsterdam,Prins Hendrikkade 108 Amsterdam City Center 1011 AK Amsterdam Netherlands,Amsterdam,Netherlands,52.3744149,4.9041443,8.3,1530
Hotel Well and Come,Girona 158 Eixample 08037 Barcelona Spain,Barcelona,Spain,41.3991773,2.1656134,9.0,1589
Mercure Vaugirard Paris Porte De Versailles,69 Boulevard Victor 15th arr 75015 Paris France,Paris,France,48.8330649,2.2879617,8.5,843
Four Seasons Hotel George V Paris,31 Avenue George V 8th arr 75008 Paris France,Paris,France,48.8687512,2.3001692,9.3,450
The LaLit London,181 Tooley Street Southwark London SE1 2JR United Kingdom,London,United Kingdom,51.5032524,-0.078179,9.3,136
citizenM London Bankside,20 Lavington Street Southwark London SE1 0NZ United Kingdom,London,United Kingdom,51.5051507,-0.1004724,9.1,3802
One Aldwych,1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,London,United Kingdom,51.5117832,-0.1194172,9.2,259
Crowne Plaza London The City,19 New Bridge Street City of London London EC4V 6DB United Kingdom,London,United Kingdom,51.5122429,-0.1045036,8.6,488
R Kipling by Happyculture,65 rue Blanche 9th arr 75009 Paris France,Paris,France,48.8820838,2.3315849,8.3,389
Grange Holborn Hotel,Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,London,United Kingdom,51.519616,-0.1218432,8.4,845
The Ring Vienna s Casual Luxury Hotel,K rntner Ring 8 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2017091,16.3710205,9.0,917
Le Relais Madeleine,11bis Rue Godot de Mauroy 9th arr 75009 Paris France,Paris,France,48.870961,2.3267678,8.7,479
Best Western Mornington Hotel Hyde Park,12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom,London,United Kingdom,51.5119933,-0.1782794,8.0,2418
Holiday Inn London Camden Lock,30 Jamestown Road Camden London NW1 7BY United Kingdom,London,United Kingdom,51.5404555,-0.1460833,8.6,1572
Park Hyatt Paris Vendome,5 rue de la Paix 2nd arr 75002 Paris France,Paris,France,48.8688155,2.3305236,8.9,124
The Chess Hotel,6 rue du Helder 9th arr 75009 Paris France,Paris,France,48.8716017,2.3349768,8.7,1005
Windsor Hotel Milano,Via Galileo Galilei 2 Central Station 20124 Milan Italy,Milan,Italy,45.4794587,9.1951427,8.5,2601
The Zetter Townhouse Marylebone,28 30 Seymour Street Westminster Borough London W1H 7JB United Kingdom,London,United Kingdom,51.514839,-0.1586656,9.3,180
H tel Mathis Elys es,3 rue de Ponthieu 8th arr 75008 Paris France,Paris,France,48.8700325,2.3112736,8.7,652
Holiday Inn London Stratford City,10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,London,United Kingdom,51.5426054,-0.0072708,8.7,2130
Renaissance Paris Arc de Triomphe Hotel,39 Avenue de Wagram 17th arr 75017 Paris France,Paris,France,48.8772093,2.2968266,8.4,214
Clayton Hotel Chiswick,626 Chiswick High St Chiswick London W4 5RY United Kingdom,London,United Kingdom,51.4924184,-0.2784701,8.5,1944
Mokinba Hotels Montebianco,Via Monte Rosa 90 Fiera Milano City 20149 Milan Italy,Milan,Italy,45.4788051,9.1446276,7.5,761
Club Quarters Hotel Gracechurch,7 Gracechurch Street City of London London EC3V 0DR United Kingdom,London,United Kingdom,51.5127964,-0.0847973,8.2,2996
St George Hotel,49 Gloucester Place Marble Arch Westminster Borough London W1U 8JE United Kingdom,London,United Kingdom,51.5182768,-0.1583511,7.4,334
Style Hotel,Via delle Erbe 1 Milan City Center 20121 Milan Italy,Milan,Italy,45.4708973,9.1840992,7.7,305
Catalonia Port,Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.378751,2.17873,8.8,701
Atala Champs Elys es,10 rue Chateaubriand 8th arr 75008 Paris France,Paris,France,48.8735418,2.302442,8.2,123
Best Western Plus 61 Paris Nation Hotel,61 rue de la Voute 12th arr 75012 Paris France,Paris,France,48.8465653,2.4102405,7.7,795
Ilunion Almirante,Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,Barcelona,Spain,41.3860521,2.176157,7.1,1484
The Leonard Hotel,15 Seymour Street Westminster Borough London W1H 7JW United Kingdom,London,United Kingdom,51.5147071,-0.1578291,8.2,1330
Mercure Paris Montmartre Sacr Coeur,3 Rue Caulaincourt 18th arr 75018 Paris France,Paris,France,48.8852794,2.3301021,8.4,1652
Hotel Louis 2,2 Rue Saint Sulpice 6th arr 75006 Paris France,Paris,France,48.8516148,2.3381293,8.4,265
Pestana Chelsea Bridge Hotel Spa,354 Queenstown Road Battersea London SW8 4AE United Kingdom,London,United Kingdom,51.4815995,-0.1481053,8.6,1686
Hotel Am Stephansplatz,Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2087646,16.3721138,9.3,520
Le Littr,9 Rue Littr 6th arr 75006 Paris France,Paris,France,48.8454447,2.3242814,8.6,304
Best Western Hotel Mirage,Viale Certosa 104 106 Certosa 20156 Milan Italy,Milan,Italy,45.4947129,9.1418864,8.5,785
Occidental Atenea Mar Adults Only,Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain,Barcelona,Spain,41.4023621,2.2119049,8.2,2500
InterContinental Paris Le Grand,2 Rue Scribe 9th arr 75009 Paris France,Paris,France,48.8708391,2.3303651,8.8,833
H tel De Castiglione,38 Rue Du Faubourg Saint Honore 8th arr 75008 Paris France,Paris,France,48.8691758,2.3205807,7.2,1168
Mercure Paris Tour Eiffel Pont Mirabeau,10 Avenue Emile Zola 15th arr 75015 Paris France,Paris,France,48.8460269,2.2788281,8.0,259
Hilton London Euston,17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom,London,United Kingdom,51.5265189,-0.1303689,7.4,843
Radisson Blu Edwardian Kenilworth,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,London,United Kingdom,51.5179725,-0.1280495,8.2,2011
Hilton London Angel Islington,53 Upper Street Islington London N1 0UY United Kingdom,London,United Kingdom,51.5360906,-0.1048176,8.6,1462
Park Grand London Lancaster Gate,14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,London,United Kingdom,51.5132069,-0.1807816,8.8,1519
Golden Tulip Washington Opera,50 rue de Richelieu 1st arr 75001 Paris France,Paris,France,48.866242,2.3373169,8.3,542
H tel Ad le Jules,2 4bis Cit Rougemont 9th arr 75009 Paris France,Paris,France,48.8721062,2.3451384,9.1,376
11 Cadogan Gardens,11 Cadogan Gardens Sloane Square Kensington and Chelsea London SW3 2RJ United Kingdom,London,United Kingdom,51.4936161,-0.1592347,8.7,393
Grand Hotel Saint Michel,19 Rue Cujas 5th arr 75005 Paris France,Paris,France,48.8478399,2.342254,8.8,625
Jaz Amsterdam,De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,Amsterdam,Netherlands,52.314371,4.9388064,8.9,7108
The Westbury A Luxury Collection Hotel Mayfair London,Bond Street Mayfair Westminster Borough London W1S 2YF United Kingdom,London,United Kingdom,51.5144418,-0.146432,8.2,715
H10 Art Gallery 4 Sup,Enric Granados 62 64 Eixample 08008 Barcelona Spain,Barcelona,Spain,41.392018,2.157066,8.8,1693
St George s Hotel Wembley,43 51 Wembley Hill Road Brent London HA9 8AU United Kingdom,London,United Kingdom,51.5553678,-0.2864945,8.9,2274
Aparthotel Atenea Barcelona,Joan G ell 207 211 Les Corts 08028 Barcelona Spain,Barcelona,Spain,41.3862689,2.1291786,8.0,1098
Hotel Indigo London Kensington,34 44 Barkston Gardens Kensington and Chelsea London SW5 0EW United Kingdom,London,United Kingdom,51.4920287,-0.1917801,9.1,975
TRYP Paris Op ra,3 Boulevard Montmartre 2nd arr 75002 Paris France,Paris,France,48.8713619,2.3426375,7.8,414
NH Collection Amsterdam Doelen,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,Amsterdam,Netherlands,52.3681919,4.8957609,8.8,1251
Millennium Hotel Paris Opera,12 Boulevard Haussmann 9th arr 75009 Paris France,Paris,France,48.8724588,2.3378004,7.8,515
Bilderberg Garden Hotel,Dijsselhofplantsoen 7 Oud Zuid 1077 BJ Amsterdam Netherlands,Amsterdam,Netherlands,52.3511447,4.8740764,8.1,2270
H tel Raphael,17 Avenue Kl ber 16th arr 75016 Paris France,Paris,France,48.8713239,2.2937849,8.7,282
Best Western Blue Tower Hotel,Leeuwendalersweg 21 Bos en Lommer 1055 JE Amsterdam Netherlands,Amsterdam,Netherlands,52.3793659,4.8457179,7.4,3869
Meli Milano,Via Masaccio 19 Fiera Milano City 20149 Milan Italy,Milan,Italy,45.4792738,9.1459546,8.3,984
Holiday Inn London Regent s Park,Carburton Street Westminster Borough London W1W 5EE United Kingdom,London,United Kingdom,51.5222472,-0.1426128,8.2,2266
La Villa des Ternes,97 avenue des Ternes 17th arr 75017 Paris France,Paris,France,48.8803479,2.2858242,8.6,937
Hotel Palace GL,Gran Via de les Corts Catalanes 668 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.3916258,2.1716378,9.4,1266
Austria Trend Hotel Park Royal Palace Vienna,Schlossallee 8 14 Penzing 1140 Vienna Austria,Vienna,Austria,48.191339,16.3165873,8.8,3667
Upper Diagonal,Manuel Girona 7 21 Sarri St Gervasi 08034 Barcelona Spain,Barcelona,Spain,41.39038,2.121,8.8,868
Boutique Hotel Notting Hill,Westeinde 26 Amsterdam City Center 1017 ZP Amsterdam Netherlands,Amsterdam,Netherlands,52.3583821,4.8988777,8.4,2085
Le M ridien Barcelona,Ramblas 111 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3837453,2.171014,8.2,451
Mercure Paris Alesia,185 Boulevard Brune 14th arr 75014 Paris France,Paris,France,48.8237487,2.324056,8.4,589
Hotel Xanadu,26 42 Bond Street Ealing London W5 5AA United Kingdom,London,United Kingdom,51.5117907,-0.306071,8.6,269
H tel Duo,11 Rue Du Temple 4th arr 75004 Paris France,Paris,France,48.8581186,2.3529369,8.6,883
Crowne Plaza Amsterdam South,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,Amsterdam,Netherlands,52.3357326,4.8743947,9.0,1349
Arioso,7 rue d Argenson 8th arr 75008 Paris France,Paris,France,48.8746066,2.3167195,8.4,218
Hyatt Regency Paris Etoile,3 Place du G n ral Koenig 17th arr 75017 Paris France,Paris,France,48.8802782,2.2843852,7.1,3973
Best Western Hotel City,Corso Buenos Aires 42 5 Central Station 20124 Milan Italy,Milan,Italy,45.4858877,9.2042827,8.4,1193
Eiffel Trocad ro,35 Rue Benjamin Franklin 16th arr 75016 Paris France,Paris,France,48.8613055,2.2862823,8.0,435
Mercure Paris Place d Italie,25 Boulevard Auguste Blanqui 13th arr 75013 Paris France,Paris,France,48.830196,2.3529539,7.9,192
Fletcher Hotel Amsterdam,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,Amsterdam,Netherlands,52.2924567,4.9444338,7.8,3773
Villa Montparnasse,2 Rue Boulard 14th arr 75014 Paris France,Paris,France,48.8349272,2.3295913,7.6,300
Okko Hotels Paris Porte De Versailles,2 Rue du Colonel Pierre Avia 15th arr 75015 Paris France,Paris,France,48.8327729,2.2787597,9.2,257
Hilton Amsterdam,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,Amsterdam,Netherlands,52.351381,4.872723,8.3,1064
Radisson Blu Edwardian Grafton,130 Tottenham Court Road Camden London W1T 5AY United Kingdom,London,United Kingdom,51.5241386,-0.1380807,8.3,2826
K K Hotel George,1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,London,United Kingdom,51.4918878,-0.1949706,8.5,1831
Grand Royale London Hyde Park,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom,London,United Kingdom,51.5109945,-0.1863417,7.7,6539
Hazlitt s,6 Frith Street Soho Westminster Borough London W1D 3JA United Kingdom,London,United Kingdom,51.5143447,-0.1318157,9.0,465
The Ritz Carlton Vienna,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2022742,16.3762615,8.9,470
Garden Elys e,12 rue Saint Didier 16th arr 75016 Paris France,Paris,France,48.8663444,2.2881979,8.5,378
H tel Gustave,34 Rue Viala 15th arr 75015 Paris France,Paris,France,48.8502052,2.289043,8.8,625
Best Western Premier Op ra Li ge,9 Rue De Li ge 9th arr 75009 Paris France,Paris,France,48.8795947,2.3280695,8.7,641
Acta CITY47,Nicaragua 47 Sants Montju c 08029 Barcelona Spain,Barcelona,Spain,41.383515,2.1407396,8.1,2436
Hilton Milan,Via Luigi Galvani 12 Central Station 20124 Milan Italy,Milan,Italy,45.4862032,9.200322,8.2,988
Caesar Hotel,26 33 Queens Gardens Westminster Borough London W2 3BE United Kingdom,London,United Kingdom,51.5134603,-0.1833081,8.2,1164
Mandarin Oriental Hyde Park London,66 Knightsbridge Westminster Borough London SW1X 7LA United Kingdom,London,United Kingdom,51.5022081,-0.1599428,8.5,217
The Laslett,8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom,London,United Kingdom,51.5095259,-0.1967234,8.9,623
The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom,London,United Kingdom,51.517876,-0.1440647,9.3,1276
Best Western The Boltons Hotel London Kensington,19 21 Penywern Road Kensington and Chelsea London SW5 9TT United Kingdom,London,United Kingdom,51.4907493,-0.1934627,7.7,1573
Best Western S vres Montparnasse,153 Rue De Vaugirard 15th arr 75015 Paris France,Paris,France,48.843707,2.3155631,7.8,1544
Hotel Lam e,Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2102677,16.3741269,8.7,866
Bilderberg Hotel Jan Luyken,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,Amsterdam,Netherlands,52.3599196,4.8810128,8.3,1207
Hilton Vienna,Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,Vienna,Austria,48.2062268,16.3833767,8.0,3078
The Guesthouse Vienna,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2051299,16.369036,9.4,951
The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,London,United Kingdom,51.4959227,-0.1702917,8.5,1802
London Marriott Hotel County Hall,London County Hall Westminster Bridge Road Lambeth London SE1 7PB United Kingdom,London,United Kingdom,51.5016102,-0.1191545,8.5,573
Hampshire Hotel Rembrandt Square Amsterdam,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,Amsterdam,Netherlands,52.3663466,4.8985764,7.8,2591
Arthotel ANA Prime,Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria,Vienna,Austria,48.1925582,16.3576071,8.4,1813
Shangri La Hotel at The Shard London,31 St Thomas Street Southwark London SE1 9QU United Kingdom,London,United Kingdom,51.5044972,-0.0855562,9.4,2200
Hotel Carlton s Montmartre,55 Bld Rochechouart 9th arr 75009 Paris France,Paris,France,48.8819068,2.3410005,7.8,559
Hotel Seven One Seven,Prinsengracht 717 Amsterdam City Center 1017 JW Amsterdam Netherlands,Amsterdam,Netherlands,52.3648077,4.8853962,8.8,61
Hotel Le Pera,17 Rue de Caumartin 9th arr 75009 Paris France,Paris,France,48.871309,2.3277079,7.8,229
Kube Hotel Ice Bar,1 5 Passage Ruelle 18th arr 75018 Paris France,Paris,France,48.88657,2.3588332,7.2,197
Comfort Inn Suites Kings Cross St Pancras,31 33 Argyle Street Camden London WC1H 8EP United Kingdom,London,United Kingdom,51.5289499,-0.1232979,8.1,1116
Hotel Rekord,Muntaner 352 Sarri St Gervasi 08021 Barcelona Spain,Barcelona,Spain,41.3985449,2.1438237,8.1,461
Catalonia Rigoletto,Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,Barcelona,Spain,41.385817,2.1256789,8.6,1562
Best Western Premier Marais Grands Boulevards,112 boulevard de S bastopol 3rd arr 75003 Paris France,Paris,France,48.8687425,2.3541761,8.3,1408
Best Western Hotel Major,Viale Isonzo 2 Porta Romana 20135 Milan Italy,Milan,Italy,45.4472099,9.2090967,8.1,1107
Novotel Suites Paris Nord 18 me,1 Impasse Marteau 18th arr 75018 Paris France,Paris,France,48.9015941,2.3597783,7.4,1082
City Rooms,Daungasse 1 6 7 08 Josefstadt 1080 Vienna Austria,Vienna,Austria,48.2133296,16.3471399,7.9,414
Strandhotel Alte Donau,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria,Vienna,Austria,48.2390022,16.4292329,9.1,216
Majestic Hotel Spa Barcelona GL,Passeig de Gracia 68 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3935179,2.1639813,8.9,1769
Brunelleschi Hotel,Via Baracchini 12 Milan City Center 20123 Milan Italy,Milan,Italy,45.461177,9.191047,8.3,3720
Amarante Champs Elys es,19 Rue Vernet 8th arr 75008 Paris France,Paris,France,48.8717649,2.2983855,7.7,464
Hotel Michelangelo,Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,Milan,Italy,45.4845143,9.2057532,8.4,3510
Banks Mansion All Inclusive Hotel,Herengracht 519 525 Amsterdam City Center 1017 BV Amsterdam Netherlands,Amsterdam,Netherlands,52.3653868,4.8931979,9.2,803
Amadi Panorama Hotel,Ijburglaan 539 Zeeburg 1087 BE Amsterdam Netherlands,Amsterdam,Netherlands,52.3588806,4.9886041,8.4,2586
Hotel Bachaumont,18 rue Bachaumont 2nd arr 75002 Paris France,Paris,France,48.8663208,2.3450399,8.8,625
Saint James Albany Paris Hotel Spa,202 rue de Rivoli 1st arr 75001 Paris France,Paris,France,48.8642689,2.3308179,8.0,2868
Sloane Square Hotel,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,London,United Kingdom,51.4927325,-0.1573708,8.2,1140
Tryp Barcelona Condal Mar Hotel,Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,Barcelona,Spain,41.4126508,2.2090895,8.1,660
H10 Port Vell 4 Sup,Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain,Barcelona,Spain,41.3815625,2.1838458,9.2,1261
H tel de Lille,40 rue de Lille 7th arr 75007 Paris France,Paris,France,48.8585626,2.3299138,8.9,533
Le Pradey,5 Rue Saint Roch 1st arr 75001 Paris France,Paris,France,48.8645309,2.3315532,8.8,267
Melia Barcelona Sky 4 Sup,Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain,Barcelona,Spain,41.4061636,2.2008956,8.4,217
Acca Palace,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,Milan,Italy,45.5099969,9.1739942,8.5,1886
Mercure Paris Arc de Triomphe Etoile,27 avenue des Ternes 17th arr 75017 Paris France,Paris,France,48.8782679,2.294852,7.9,145
